Sentence,Emotion
어미 잘못 만나서 인조보형물 모유 먹은 아기가 불쌍하다.,슬픔
멋지게 해내시고..국회에서 뵙시다.,중립
피카츄 사진보고 식겁했다 ㄷㄷ,놀람
시.발 걔도 남친 한번 못만들어보고 이생을 마감하고 싶진 않을테니아,분노
어떡해 말해야 될까요 ㅠㅠ,슬픔
그리고 내일 고등학교 면접있는데 진짜 잘할수있을지 걱정이예요ㅠㅠ,슬픔
남도 아닌 가족끼리. .ㅠ.ㅠ,슬픔
여성전용주차공간에 임산부까지 포함 아닌가?,공포
진짜 모범적인 연옌 부부가 될거 같아요추카드려요,행복
두 팀 감독 다 성공한 케이스.,중립
이번시즌은 첼시가 무조건 우승하겠네ㄷㄷ,놀람
손이 남자손이네,놀람
닥치고 한미합방하자,중립
간절한게 전혀 없어요.,슬픔
문학계도 한류가....,행복
갑자기 열 받았다가그리웠다가 하네..,슬픔
아이 고소하다ㅇㅇㅇ,행복
날다가 떨어지면 어떻게 되는거냐? ㅋㅋㅋ,행복
폭염보다 무서운게 누진세다ㅠ,슬픔
그거 키면 다 볼수있다네???,놀람
아니 국가 안보를 싸다고 판매하려고 하냐 ㅋㅋ,혐오
지금 날씨가 겁나 맑은데;;;,중립
미국이 싫어도 중국과 친하는건 미래의 화를 부른다.,중립
난 그래서 유치원 못 믿는다.,분노
대학은 갈수 있을련지 ㅠㅠ ...0,슬픔
인민들의 고혈과 노동력을 착취해서 축구에다 전부 쏟아붓는 이런 야만 독재정권은 없어져야 합니다,분노
점괘가 다 맞을순없는건까 이해하기로함,행복
검정고시 보면 군대 가야 하나요??0,놀람
더더군다나 그게 약소국..,놀람
거시기도 작은 것들이 성욕은 많아서 별 짓을 다함,혐오
출연제의만 받았을뿐인데 사과하는 강호동은 대체 뭔 죄가 있는거죠??,중립
근데 참 잘생겼다,행복
그만큼 수비 집중하게 햇던 아이버슨이라니,놀람
남편이 기다리는 드라마~~~ 스트레스가 풀린다고함 어찌나 웃어대는지,행복
네이버 페이로 수수료 수익 올리겠단 소리지,혐오
최순실 청와대 대장이 외교까지 진두지휘했나보네.,분노
이왕 만드는거 피자를 만들면서 가는게 더 낫지 않아?,중립
언제 멍들었지 ㅠㅠㅠ,놀람
근데 손님이 필요없다고 안가져가면내가 먹으면......,공포
한나라당 냄새라도 맡은 녀석들은 절대 뽑지말자.,혐오
조그만 개도 무서운데 엄청 큰 개를,공포
괜히 실망만시킬까봐 ㅎㅎ;;,공포
게임보다 유게가 끊기가 힘들다...,슬픔
양심에 찔리기도 하구요...,슬픔
돈받고 위증하네 저 미용사년,분노
고영태가 대면을 원하더라구요!,놀람
탄핵 안가면 300만 촛불이다!!!!!!,분노
책상에 내진설계라도 되어있나?,놀람
자작극 인가,놀람
피가 자꾸 비치고 배가 아픕니다.,슬픔
내사진으로 프사를 해놨는데바람같은거 안피겠죠?? ㅠㅠ,공포
또 시작인가 돈이쳐남ㅈ아돌지?,혐오
8시간씩하는데 병원안에있어서 손님도 대박많고....매장도커서 힘들어요 ㅠㅠ,슬픔
페이트 면시로 올클리어했는데그런건 없었음어쩌죠?0,공포
김래원 박신혜 신의 한수 케미가 드라마 끌고 왔다 넘 감사해요,행복
저희 동네 택배기사님들 진심으로 감사드려요.,행복
피가 비친게 좀 불안해서요..,공포
나 이 기사 액정달린 수류탄으로 보고 있는거야?,공포
황당해서 ㅋㅋㅋ,공포
그러면 또 다른 상처가 올 두려움에오늘도 홀로 운다.,슬픔
"그랫더니 ""그런거말고..""라고하시더라구요",공포
그럼 개누리당들은 남아있을 수 있겠냐?,혐오
애들 키우고 있는입장에 너무 열받네요,혐오
근데 요즘들어서 더 남 눈치보는거 같아..,공포
소시 팬인데 야 티파니 옹호좀 그만해라.,혐오
지금 나 일본에서 살고있는겨?ㄱㅋㄱㄱㅋㅋㄱㅋ,중립
이래서 마린시티구나!,놀람
저 아들셋인데.몰입해서봤네요..보는동안 멋지다감탄했네요,행복
"이렇게 축구,야구,골프의 신들을 데려가네요 ㅠㅠ",슬픔
삼성이 이번에 완승이네 600배 ㄷㄷㄷ,놀람
와... 동영상엔.. 이슬람국가라 그런가 여자가 앵커빼곤 하나도 안보여...,놀람
살기힌들다던 헬조선 에서 어떻게 이런일이 ㅋㅋㅋ 다들 누릴거 다누리면서 정부만 욕해,중립
저 연을 죽일순 없을까,분노
단통법 만들어서 제조사와 통신사만 좋았지....국민들은 싸게 살것을 비싸게 사도록 했지! Dog Baby's,분노
그런 배짱 존경합니다!!,행복
아름답게 좋은일을 하면서 매일을 살아가는 모습을 가끔 가끔 들으며감사했습니다.,행복
너무나도 당당하구나,혐오
심리학자들 성격분석자들 놔두고 이런건왜안해!!!!,분노
난 진실게임 부활한줄알았다,놀람
물 들어올때 노저어야 하는데...,중립
어차피 중국인 몇마리 죽었다고 재네 공산당에서 관심이나 가지나?,분노
오빠 태어나줘서 고마워요??,행복
진짜 우리나라 국민들 대단하다!!,행복
미친 아줌마 둘이서 망친나라.정상적인 아줌마들이 구하네,슬픔
그런데도 시간이 잘가지않네요ㅋㅋ,슬픔
남자들끼리 있으면 저정도 농담은 다 하긴하지 ㅋㅋ,중립
난 K리그 수원 라이벌팀 팬이지만 객관적으로 우리가 테스트 해봤던 풀백중에서는 집을 비워서 그렇지 수비력 자체는 좋았음,행복
한 번 전화해도 괜찮을까,공포
재앙같아보니자나,공포
대한민국 부동산 대폭락하겠군..,공포
아잠만여러분이거 스포츠서울이잖아요이거 ㅂㅎㅅ 있는덴데,혐오
이제 그만 내려와라. 지긋지긋하다 진짜,혐오
몸에 노예근성이 배긴건지..,슬픔
막내야! 돌아와서 반가웠어~~ 앞으로 더 분발하자.,행복
다른여자만나서 데이트하고 연애하고 그러고 사는거니...,슬픔
아주좋아. 잘한다. 이기회에 다신 얼씬도말아라.,분노
그래 한혜진은 아무도 대체 할수 없음 그녀만의 아우라 있음,행복
변희재 뭔 꼴두기 같은놈이 나대냐,혐오
뭐.. 이런.. 대통령도 아닌 저런 여자때문에...,분노
추운날씨에 고생이 많으십니다.,행복
근데 몰라 어서나가서 가족들봐야되거든...당신들 이거 책임질수있어?,분노
죄송하다하면 머할끼고 하품 한번 하고 국밥 한그릇 말고 나오면 그만인데~~~,분노
대한민국 국민이라도 결코 찬성하지 않을것이다,분노
순영오빠의 21번째 생일을 축하해요!!,행복
대만놈들이 야후코리아 철수 할때 양아치 짓한거 아직도 잊지 못한다....,분노
이런거 보니까 갈라파고스 많이 해서 몰락해버린 일본처럼 되지 않으려나 모르겠다.,공포
또르르 평소엔치마로가리고 있지만 체육시간만되면 드러나는 거대한 허벅지의 실체...,슬픔
잘돌아가는일이 하나두 없어...,슬픔
여자친구 사귀면 만나서 모해야 할지??,공포
째깍 째깍 시한폭탄이 따로 없네..,공포
말 마성의 매력을 가지신거 같아요!!,행복
호날두 와 세계최고답다..메시보다 우월한게 한두개가 아니군..호날두는 노력형이고 메시는 천재형..효율적인 축구는 메시가 더 나은듯,행복
조금씩 요리에 자신이 생기도록 쉽게 설명해 주셔서  감사드립니다.,행복
부산 방금전 천둥 치더니 갑자기 비 태풍급으로쏟아짐,놀람
이제 확신이 생겼니더이상 기대하면 안되는거니,슬픔
내가먼저연락할수있는것도아니고,슬픔
이경제 염병하네 최순실 염병하네 박그네 염병하네 정유라 염병하네,분노
3개월 계약은 뭐하자는 얘기지?,혐오
몇일전부터 아랫배 있잖아여 자궁쪽이라고 해야하나...,공포
그 지원속에 부모세대들이 그나마 먹고살아왔고 우리가 태어났습니다!,행복
어이구..촛좀들아....엄연한 법 놔두고 데모로 뭐든지 바꾸겠다는 부끄러운 역사를 만드는거지...,분노
"그런데 세계신기록 까지 세웠으니,,,",놀람
원래 넥서스도 프리미엄폰 시장을 겨냥한 사양이었는데 쌌지... 이건 비싸고,혐오
이런글올려서죄송합니다..,슬픔
너무심한가요?,공포
40대랑 20대가 결혼이라..,놀람
이걸 써먹어서 비대님에게 메롱이라고 하다니..-ㅁ-+++ 쩝..제 닉넴을 또 누가..-ㅁ-;;,공포
얘네들은 뭘 먹고 이리 큼?,놀람
바다에 똥 떠다니게 생겼군 .. .,혐오
제꿈이가수인데아직도제진정한목소리를찾지못했어요.,슬픔
내가보기엔 당신은 위선자..,분노
1조정도 때려라 정신 못차리게,분노
십자군 전쟁은 아직 끝나지 않았나 보다.,중립
특검 화이팅~~,행복
지금 상황 그대로 아닌가!,놀람
만원이면 충분치 않나? 얼마나 더 필요한겨?,혐오
황재균 삼성 3루수 봐라.,중립
진짜너무 너무 멋있다!!!!짱,행복
삼성 기업이기주의 결정체,놀람
저런 네임벨류에 비하면 라틀리프가 한국농구귀화의 현실이다...,혐오
댓글 보러왔는데;;;;;;,공포
아 진짜 죽여버리고 싶음 살인충동 임신한와이프 하루도 맘편하게 하질 않네,공포
나라가 지는거야?,중립
솔직히 대형교회는 집단이기주의 모임아닌가?,중립
역사적인 날이 이렇게 흘러가는구나...,슬픔
뭘위한취재야?,공포
봉황이 다시 날아가버려서 약간 불안하네요 ㅠㅠ,슬픔
촛불집회로 청와대 검찰까지 점령하자,중립
인천공항에 1인호텔을 지으려는 모양이네,중립
김종은 명불허전 최순실 수행비서,혐오
지치지말고 함께해요!!!,행복
Sk에서 시구까지하고 이미 그는 sk레전드입니다,행복
벌금 미국처럼때려...,분노
이야.. 안민석 의원님 직접 현장을 가시다니ㄷㄷ 대단하십니다,놀람
차라리 예보를 하지마라 날더운데 개약오르네,분노
성범죄자 정준영대신 원년멤버이너강호동을 복귀시키자!!!,분노
아.. 존나 불쌍해 ㅠ.ㅠ,슬픔
차우찬 황재균은 쟤들 급은 아닌데...,공포
연애를 쉬고싶다네요...,슬픔
역시 보컬의신!! 이승철이다,행복
하루빨리 출국금지시키시요!!,혐오
"인터뷰중에 인상적인게 ""미국에서 동양인(한국인)은 주도적위치가 아니지만 이 드라마를 계기로 강하고 카리스마있다는것을 알리고싶다""",놀람
앵 백혈병이 9개월만에 치료가 되는거라고?ㅎㄷㄷㄷㄷㄷㄷㄷㄷㄷ슈퍼 사이어인이냐?ㅎㄷㄷㄷ,놀람
멋지고..앙..차승원~~~~~♡♡♡♡♡♡♡,행복
지돈으로 도박하는건 천하의 죽일놈인데 잠재적 살인마 음주운전은 몇경기 출장정지ㅋㅋㅋ,혐오
기도하는 모습 존예다ㅠㅠ,놀람
외국언론에서 역대 가장 무능한 사무총장이라던 그 사람.,혐오
헤어지자했는데 만나서얘기하자고 하더라구요,놀람
뭔 소리고,놀람
좀 까더라도 제대로 까라.,놀람
나쁜놈들 북극 빙하 녹히려고 별 수를 다 쓰네.,혐오
음그냥 총살시켜야지,분노
갤7 수리해서 팔면 삽니다 개당 70만원에 삽니다. 온가족 다 바꿀수 있습니다,중립
세상에나 ㅠㅠㅠㅠㅠㅠㅠㅠ,놀람
임정우... 지금 안산인데 총알택시 타고와라,분노
매일.10명식 사망.ㅡ교통사고천국.!!!!!!!!!,슬픔
이슬람계 이민자들이 하는 짓을 보고도 이런말을 할 수 있는 한국인들이 신기하네요^^,중립
인터폴 인터폴 인터네셔날폴리스,중립
지금 가장억울하고 열받는 사람이군...,중립
박신혜가 악플 싹다 캡쳐한다음 고소해줬으면 좋겠다,중립
양아들 파양한거네?? ㅋㅋㅋㅋ,놀람
언냐들어떡해여 저 너무 속상함,슬픔
역사 교과서에 그렇게 매달리는 대통령을 여태 본적이 없다..,놀람
지옥철 낑겨 죽을거 같은데 폰은 끝까지 하더라.,혐오
여성부 예산 보다 적넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,공포
시대 영웅이십니다,행복
아직도 1위영상을 보면 눈물한바가지는 흘려요ㅠㅜ,행복
만약 일부러 져줬다면 더 무섭네 ~~~,공포
국민의 알 권리가 우선이지 국익을 위한다면 쟤네 세금이나 제대로 내라고 해,중립
아무리 러시아라도 오스만제국 터키를 쉽게 건들 수 없지 투르쿠 전사들의 유럽정복 역사를 안다면,중립
SNS에서만 입만 살아갖고 존나 가증스러운 새끼들.,분노
또 시작이구나.사기꾼 새끼들.,분노
다들 그러신적 없나요?,놀람
우선말을 걸어보고싶은데 부끄럽고...이거어떻게 작업을걸어야할가요??,공포
자. 이제 한국을부탁합니다,행복
봐주기는 안되는 말씀.,분노
근데 얘는 누구냐?,놀람
진짜 노찌롱의 빈자리가 큰건 어쩔수없다,슬픔
그런데 일단 오늘부터 생리가 시작됐어요.끊임없는 ㅠㅠ,슬픔
뉴스 제목만보고 육성으로 터졌다ㅋㅋㅋ,행복
이건 잘하고 있네~~좌좀비들아,중립
인양은 왜 그렇게 비밀리에??,놀람
유진이 그땐 진짜 예뻤지,행복
오언이 누군데 ???????,놀람
너를 붙잡기도너를 기다리기에도 나는 너무 지쳤다,슬픔
근데 애들이 많으니 부대비용이 50억은 들었울듯;;,놀람
인터넷 쇼핑도 한 때,슬픔
정경씨는 넘이뻐 후후,행복
부산엔 뭔 저질스러운 사건이 다발로 일어나냐~??,놀람
저희집도 아이들과 소등했어요^^,행복
감동 그 자체...,행복
쎄보이는 사람에게 화풀이 하면 뒤지게 맞을까봐 만만해 보이는 약자 상대로만 G랄하는 미개한 새끼들,분노
이러다가 무릎뼈 다치는거 아닌가 모르겠어요;,공포
"범죄자는 일제 강제병합시기 우리 동포 800만명을 학살하는데 묵인,방조한 친일매국세력이야.",분노
보고싶을때 못본다는게 너무슬퍼요,슬픔
조만간..가상현실 앱으로 애인 사귀는 거 등장하겠다..,놀람
나같음 ㅅ ㅂ 자살한다 역시 박정희 딸 제정신이 아님 ㅋ,혐오
애초에 규모가 비교가 안되는데 둘을 동일선상에 놓고 마치 경쟁한다는 듯 기사를 쓰는 까닭은???,분노
박정희 다까키 마사오란거 기술하고 새마울 운동은 일제강점기때 만주국 개몽 운동 이란것도 기술해,혐오
공익으로라도 갔다와야할까요..?,공포
조언들 정말 감사합니다.,행복
정말로 고마워요,행복
트럼프 임기다 못채우고.,중립
호란이랑 마셨니????,놀람
구설수와 사건사고많은 연예판에서 살아남은거 보면 참대단한사람인거같다,행복
연예인이라서 김창렬이 같은 애들 처럼 막 싸울 수도 없고 참 그랬겠다....,혐오
혹사논란 있었을때는 욕도 많이 했지만 이러나 저러나 올 시즌은 무난히 마치시길 기원하고 또 응원하겠습니다,행복
류현진이도 가능하겠네,놀람
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이참에변기청소싹해라,행복
아침에 보고 한국노래 연습한 동남아 아줌마인줄 알았다 ㅜㅜ,공포
갓흥민 아주 찬양해~~~~,행복
연방제 국가에서 분열을 야기하면..,공포
